Number of Files,Course ID,Course Full Name
8,21171,z-INACTIVE MBBS Year 4 Case of the Month Case 1 - using the BNF
8,41343,AED Test Course
8,10080,z-INACTIVE MBBS Year 1 Formative Assessment Quizzes
8,9393,MPHY3000/3002/M000: Research Project (BSc/MSci/BEng)
8,12037,We need to talk about Moodle
8,8766,Ann Smith Test Course
8,13291,Mech Eng Innovation Initiative 
8,23520,z-INACTIVE MBBS Final Year Case of the Month Case 20
8,14111,MATH3705: Elliptic Curves
8,10781,SERS2014: Chekhov: The Quest for Freedom
8,4465,TP: Psychodynamic
8,10519,"HIST3315/9315: Political Arithmetic in Britain, 1660-1801"
8,6677,CENG301P Process Plant Design Project
8,11793,z-INACTIVE MBBS Final Year Case of the Month Case 2 - GP consultation updated
7,17175,Department of Information Studies: Induction Week 
7,6469,PHIL3037: Historical Texts in Political Philosophy
7,6075,Physics with medical physics tutorials
7,11925,BENVGEE1: Built Environment Energy Context
7,11991,MATHM901: Project in Mathematics
7,6215,GERM2106:Love-Violence-Laughter: Medieval and Early Modern Literature and Culture
7,21321,Assignment Submission for CHMEGH17: Using Information in Healthcare Management 2016-17
7,14181,LAWS3025: Access to Justice and Community Engagement (AJCE)
7,24252,BENVGEPB: Critical Debates in Real Estate and Planning
7,26329,Assignment Submission for CHMEGH30: Healthcare Quality & Evidence Based Practice 2016-17
7,17184,Division of Medicine Postgraduate Student Training: Royal Free Campus
7,14469,CENGG099: MSc Research Project
7,7578,ELECGT11: Data Networks and Protocols (DNP)
7,7135,MPBE Noticeboard
7,10535,MArch Architectural Design
7,13319,Ema Muk-Pavic's Test course
7,40197,AWC_DWDF_2014 - Academic Doctoral Forum Writing
7,14580,ECON1001 - Examination
7,4435,COMP6006: Financial Computing 
7,2324,Third Year Electronic and Electrical Engineering
7,222,"SEESGE11: History, Myth and Nation in South-Eastern Europe (MA)"
7,6225,GERM4103:Parzival 
7,11667,HCSCRS05 - Developing a Research Methodology
7,7498,MPHYXXXX: Medical Physics Oldtemp
7,35665,CENGG099: MSc Research Project 15/16
7,12373,ITAL1106: Introduction to Linguistics and Syntactic Theory
7,11551,"Virtual Environments, COMPGV07/COMPM076"
7,7962,ARCLG201: Aztec archaeology - codices and ethnohistory
7,629,BENVGEPB: Critical Debates in Real Estate and Planning
7,3725,SEESGR09: Russian Thought
7,11269,BSc Project Management for Construction Programme Page
7,7706,"MA Philosophy, Politics and Economics of Health"
7,9014,LCSP6004: Spanish Level 4 (D)
7,10517,HIST2302: The Industrial Revolution in Britain
7,27103,Assignment Submission for CHMEGH29: Patient Safety & Clinical Risk 2016-17
7,14661,The Writing Lab
7,3271,BENVGAH3: Research and Dissemination of Architectural History
7,12409,SELCS MA Programmes: Assessed Coursework Submissions 2010-11
7,3987,Teaching and Learning Event 2017
6,14115,MATH3704: Algebraic Number Theory
6,7374,Module Feedback Demonstration
6,10665,ITALG004: Renaissance Texts:  Resources and Research Techniques.
6,22305,UCL School of Management Student Information Centre
6,16590,BEAMS Support -- CALT 
6,11055,BENVGIM1: The Management of Projects
6,10699,"BENVGEF3: Energy: Theory, Measurement and Interpretation"
6,11685,PHILG038 Normative Ethics
6,2418,ELEC3901 Project I
6,16023,BENVGPL7: Dissertation in Planning
6,40437,PLING199 2016-17
6,17217,ARCL2034: Archaeology of the Middle East from 2000 to 300 BC 
6,2031,GEOLM905: MSci Independent Project
6,13825,SCAN2402: Intermediate Old Norse
6,15243,LCGE6002: German Level 2 (B)
6,14994,ARCL3065: Themes in the Archaeology of the Later Roman Empire
6,12369,"Philosophy, Politics and Economics of Health: Short Course"
6,10789,COMPGZ04: Network and Applications Programming
6,778,(16/17)ANTH3048: Individual Studies in Anthropology
6,10945,Assignment Submission for CHMEGH26: eHealth: Patients and the Internet 2016-17
6,16983,MECHGR91: MSc Ship Design Exercise 2013-14
6,16461,ARCLG175: Cultural Memory 
6,13405,HEBR7740/G006:History of the Jews in Poland
6,12819,AUDL1
6,11519,"Artificial Intelligence and Neural Computing, COMPGC26/COMP3058"
6,3111,HEBR7732/G037: Women in Jewish Tradition
6,28845,MECHGR91: MSc Ship Design Exercise
6,8252,Eastman Research Forum
6,11081,"BENVGPM5: Procurement of Construction, Engineering and Professional Services"
6,11905,UCL Expedition and Travel Committee Applications
6,8142,PHILG020: Graduate Studies: Philosophy of Mind
6,28847,MECHGR99: Marine Engineering 2014-15
6,37773,Assignment Submission for CHMEGH28: Clinical Knowledge & Decision Making 2015-16
6,16530,ELCS6043: Photography and Auto/Biography in Twentieth Century Literature
6,8406,PHILGA25: Normative Ethics
6,7358,Using resources and activities in Moodle
6,13231,z-INACTIVE MBBS Year 3 Introduction and Orientation Module
6,15207,LCFR6005: French for Business and Current Affairs
6,34961,PLING199 Dissertation in Linguistics 2015-16
6,16911,Learning Resources: Practice Based Evidence
6,21811,MECHGR99: Marine Engineering 2013-14
6,11913,MSc Students: Information
6,12997,Advanced Physiotherapy Research Project/Dissertation (CHLDGC99)
5,37247,Assignment Submission for CHMEGH29: Patient Safety & Clinical Risk 2015-16
5,15210,LCFR6045: French Level 4 (D) + Business and Current Affairs
5,26327,Assignment Submission for CHMEGH25: Shared Care & Electronic Health Records 2013-14
5,36087,Assignment submission for CHMEGH37: Data Methods for Health Research 2016-17
5,15417,Brownian Motion Reading Group
5,36803,Assignment Submission for CHMEGH30: Healthcare Quality & Evidence Based Practice 2015-16
5,41061,Submission for CHMEGH97: Dissertation in Health & Medical Sciences 2016-17
5,7930,ARCLG151: Forensic Anthropology
5,9593,ELECM901 MEng Projects
5,13177,Assignment Submission for CHMEGH22: Research Methods in Healthcare 2013-14
5,9779,Advanced Dutch
5,12689,IoA Heritage Studies Section
5,37249,Assignment Submission for CHMEGH17: Using Information in Healthcare Management 2015-16
5,39481,Assignment Submission for CHMEGH22: Research Methods in Healthcare 2016-17
5,23361,ATKINS: CEGEG120: Signalling
5,15264,LCGE6005: German for Business and Current Affairs
5,36123,UCL Eastman Dental Institute Intranet (SARA GREEN ONLY)
5,21985,"Feedback with audio, graphical and interactive media"
5,29507,ATKINS: CEGEG199:  MSc Project - Year 3
5,6505,PHILG015: PRACTICAL CRITICISM 2
5,12419,INSTG002: Advanced preservation - Course information
5,13111,Moodle Quiz Practice Exams for Students
5,12021,MECH3004: Applied Mechanics
5,9721,PSBSGP07: Development Of A Protocol For A Clinical Trial Or Mental Health Services Research Study
5,511,Introduction to the Web
5,37251,"Assignment Submission for CHMEGH18: Litigation, Complaints & Concerns: Raising Clinical Standards 2015-16"
5,15267,LCGE6045: German Level 4 (D) + Business and Current Affairs
5,41259,Submission for CHMEGH98: Dissertation in Health Informatics 2016-17
5,12957,HIST9902: Final year essay in Egyptology and/or Ancient History
5,2250,Digimap Support
5,12565,Literature Evaluation and Presentation
5,2841,"SERS4012: Dostoevskii: narrative, ethics and identity"
5,29327,Submission for CHMEGH96: Dissertation in Health Data Science 2016-17
5,5361,CLAS7109: Roman Epic
5,13467,(16/17)ANTH3007: Medical Anthropology
5,11117,ENVS3011: Project Evaluation and Development
5,12423,INST1002: Programming 1
5,13979,BSc Architecture Years 2 + 3 Design
5,12053,NANOGC05: Nanotechnology and Society (NAS)
5,12105,CSCA: Centre for the Study of Contemporary Art
5,14487,PG Diploma in Implant Dentistry Level 2
5,27179,FREN4119: Realism; Looking Awry in Nineteenth-Century
5,2326,Fourth Year Electronic and Electrical Engineering
5,2009,Archaeology Introduction to Moodle
5,16788,CEGE3801 Study Abroad for Civil Engineers and Environmental Engineers
5,14313,Fieldwork Guide: Archaeology Diploma
5,36745,Assignment Submission for Statistical Methods in Epidemiology 2016-17
5,2539,PHAS3331:  Practical Astronomy 2 - Applications
5,13659,UCL Masters Communications Programmes
5,13289,Communications Programme Projects 
5,23421,ATKINS: CEGEG126: The Whole Transport System Module
5,16206,UCL Eastman Dental Institute Intranet
5,36799,Assignment Submission for CHMEGH22: Research Methods in Healthcare 2015-16
5,7147,ESPS2104: International Relations Theories
5,7966,ARCLG215: Chemistry for Archaeology and Conservation
5,9052,COMP: Computer Science Clothing Competition
5,9156,MATHGM05: Frontiers in Mathematical Modelling
5,13783,CHLDGB98: Mini Biomedicine Research Project
5,30161,MArch Architecture Year 4 + 5 Design
5,29755,Assignment Submission for CHMEGH30: Healthcare Quality & Evidence Based Practice 2014-15
5,36801,Assignment Submission for CHMEGH25: Shared Care & Electronic Health Records 2015-16
5,41059,Assignment Submission for CHMEGH38: Principles of Epidemiology Applied to Electronic Health Records Research 2016-17
5,37245,Assignment Submission for CHMEGH25: Shared Care & Electronic Health Records 2015-16 (DS)
5,6465,HIST7330: Violence in the European Age of Extremes
5,12463,PHILG023: 20th Century Philosophy
5,13297,MA/MSc in Digital Humanities
5,13785,CHLDGB99: Maxi Biomedicine Research Project
4,23079,(15/16)ANTHGS26: Communication and Culture
4,34963,PLING299 Dissertation in Linguistics (Advanced Level) 2015-16
4,37613,HIST3424/9424; Apartheid's Collapse and the New South Africa
4,41573,UCL/St Pancras 150th Anniversary Research Project
4,37637,HIST7366; Images and Imagination in Early Modern Europe
4,23601,"HIST6107: The Roman Republic, c350 BC - 44 BC"
4,16389,ARCL2042: Digitial Imaging in Archaeology 
4,23673,HIST7362: Histories of Exclusion: Race and Ethnicity in Latin America
4,23973,PSYCGD99: CoDeS Main Research Project
4,22956,(15/16)ANTHGE06: Anthropology of Development
4,736,(16/17)ANTH7009: Primate Behaviour and Ecology
4,1927,Data Protection Act
4,6367,MDVLG004/MDVLG005: Medieval Manuscripts and Documents
4,7810,SEHI3009: Monarchs and the Enlightenment in Russia and Central Europe
4,12631,Diploma in Restorative Dental Practice
4,6405,HIST3405/9405: Progressivism and Progressive Thought in America 1890-1914
4,27541,History with a European Language (UCL History)
4,37615,HIST3425/9425; American Radicalisms
4,40425,PLING299 2016-17
4,37639,HIST7456; Race and the Sciences: Modern Ideologies of Human Difference
4,23604,HIST6200: The Middle Ages
4,20178,SCAN7214: Vikings and Valkyries in Contemporary Culture
4,14397,PHILGA47: Perception and Its Objects
4,23676,"HIST7363: Economy and State in the Ottoman Empire, 1800-1914 "
4,3277,"ARCLG193: Themes, Thought and Theory in World Archaeology: Foundations"
4,7916,ARCLG104: Geoarchaeology; methods and concepts 1
4,12955,HIST9901: History Project
4,10191,Language & Cognition Research Department Ethics
4,11569,COMPGF01:Financial Business Analysis and Project Management
4,3387,SEER4011: Romanian literature 3
4,11237,UBSARCSPMC05: BSc Project Management for Construction
4,8678,ENGL3003_3003A_3003B_3003W_6007_7003: Renaissance Literature
4,37617,HIST2110: Migrants and Expats in the Middle Bronze Age
4,37641,HIST7468; Deutschland ’45 to ’89: Culture and Politics in West Germany
4,23607,HIST7004: Dartmouth Module
4,20181,SCAN4202/ SCANG014: Crime and Small Communities
4,14400,PHILG053: Perception and Its Objects
4,11115,ENVS3008: Dissertation
4,7950,ARCLG187: Resources and Subsistence
4,10313,MECHGM12/GR12 Electrical Power Systems and Electrical Propulsion (Masters Level) / Electrical Power Systems and Electrical Propulsion
4,9723,PSBSGP08: Qualitative Research Methods
4,5911,(16/17)ANTHGE06: Anthropology of Development
4,16896,TP: Academic Seminars
4,37623,HIST2315: The Dutch Golden Age
4,37643,"HIST7469: The Occupation in French History, Culture and Memory"
4,36143,History Undergraduate StARs
4,14889,BENG3006: Project Appraisal for Bioprocesses
4,34307,History Department Assessment
4,26693,HJS MA Coursework Submissions 2014/15
4,23610,"HIST7116: Coins as Historical Sources: Policy, Crisis and Reform in the Coinage of the Roman Empire"
4,12959,HISTA001/A002: Independent Study in History
4,12007,MECH2004: Mechanics of Fluids & Thermodynamics
4,7338,SEHI3005: The Russian Revolution
4,13189,BENGG005/BENGM001/BENG4001: Integrated Downstream Processing
4,6297,HISTXXXX: History Template
4,6335,HISTG068/HISTG079: Hollywood Genres
4,5231,CrossRoads Project
4,37625,"HIST7214; Blood, Bile and Buboes: Medieval Medicine"
4,24567,SCAN4007/SCANG001: Translation from the Scandinavian Languages & Advanced Scandinavian Translation
4,29121,"HISTGA16/HISTGA17: The Empire of Constantinople, AD 425-641"
4,37645,HIST7471: The World on Film
4,23589,HIST1007: Making History
4,25146,SELCS/EMS/CMII MA Programmes: Coursework Submissions 2013-2014
4,23613,HIST7117: Patronage and Science in the Ancient and Medieval Middle East
4,28043,HIST2900: Research Seminar: Investigating Law and Society in Modern China
4,15057,SPPPTW: Political Theory Workshop
4,20823,SELCS/CIS/CES/EMS MA Programmes: Coursework Submissions 2012-13
4,41095,HART1503: The Early Modern Body in Seventeenth and Eighteenth Century Art in London
4,7938,ARCLG180: Cultural Environments
4,8432,Clinical Education in Advanced Physiotherapy Part I & II (CHLDGC07 & CHLDGC08)
4,12009,MECH2002: Applied Electricity & Instrumentation
4,2362,ARCLG121: Conservation Processes 
4,37603,HIST3110/9110: Competitive Men: the Politics of Competition in Ancient Greece
4,39547,Linguistics Year Abroad 2016/17
4,37627,"HIST7215; Invasion, Integration and Identity in the North Sea Zone, c.400 â€“ 1200"
4,23592,"HIST1008/HIST1008A/HIST1008B: Concepts, Categories and the Practice of History"
4,34475,Linguistics Year Abroad 2015/16
4,23616,HIST7358: Material Cultures of Empire
4,20289,SCAN1002: Basic Swedish
4,26843,SELCS/EMS/CMII MA Programmes: Coursework Submissions 2014-2015
4,42043,Art History Green Impact
4,14129,MATH6201: Mathematical Methods in Chemistry
4,15177,LCAR6012: Arabic Level 2 (AB)
4,39263,Realising Opportunities
4,23988,PSYCGS99:Social Cog Research Project 
4,7940,ARCLG181: Evolution of Palaeolithic and Neolithic Societies in the Near East
4,13757,SCAN0000: Scandinavian Studies Template Course
4,28611,Jim Tyson Sandbox
4,37607,HIST3207/9207: Between Order and Disorder: Cities in the Late Medieval Mediterranean World
4,37629,HIST7336; The Political City: London in the Seventeenth Century 
4,23595,HIST3101/9101: The Fall of the Roman Republic
4,34489,SELCS/EMS/CMII MA Programmes: Coursework Submissions 2015-2016
4,23667,"HIST7359: Cold War Monsters: British and American Public Anxieties and Genre Cinema, 1950 - 1969"
4,15819,BENGGP11: Microfluidic and Analytical Tools for Synthetic Biology
4,12403,BENVGSU2: Critical Debates in Sustainable Urbanism
4,12013,MECH3003: Quality Technology
4,3733,Thermofluids Laboratory Reports Submission Module
4,7710,CLASGR08: Ancient Greek Theatre and its Reception
4,6355,HISTGA68/HISTGA69: Hellenistic Epigraphy
4,6397,HIST3105/9105: War and Society in Ancient Greece
4,37609,HIST3322/9322: The American Empire
4,37635,HIST7365; Queer Histories in Britain
4,37691,"HIST7466: Voluntary Organisations, NGOs and the British Public, 1914-1985"
4,23598,HIST3320/9320: Tudor England and the Italian Renaissance
4,14391,SELCS/CIS/CES MA Programmes: Coursework Submissions 2011-12
4,23670,HIST7361: Race and Resistance in Black Atlantic Thought
4,7910,ARCLG067: Art: Interpretation and Explanation
4,548,LAWS3035 Corporate Insolvency
4,8372,"CLAS3901, GREK3005, LATN3007: Essay on an Approved Subject"
4,7944,ARCLG184: Zooarchaeology in practice
4,4385,HARTGO24: MA Collecting and the Human Senses in Early Modern Europe
4,9643,Online Course Beginners Dutch 2
4,3737,ENVS2014: Quantity Surveying & Contract Procurement
3,41357,LCJA6077: Japanese Professional and Academic Purposes II
3,35781,LCPO6003: Portuguese Level 3 (C)
3,15948,LCIT6023: Italian Level 3 (BC)
3,28615,BENVGHD1: Management of Housing Projects
3,15234,LCFR6967: French Translation Skills
3,15987,MA in Comparative Literature
3,35179,Laws Careers Opportunities
3,15285,LCGE6867: German for Academic Purposes I and II
3,34281,Anthropology Test Course
3,15309,LCIT6006:Italian Current Affairs and Culture
3,15333,LCJA6002: Japanese Level 2 (B)
3,26731,ENVS1030: Introduction to Real Estate
3,15357,LCJA6045: Japanese Level 4 (D) + Business and Current Affairs
